registration_number,brand,model,year,mileage,fuel_type,transmission,engine_cc,owner_type,price
AP 03 HH 3149,Audi,Q5,2023,55621.0,Hybrid,Automatic,2497.0,Third,22000.0
TN 85 DU 1323,BMW,3 Series,2015,105392.0,Petrol,Automatic,1998.0,Third,7500.0
WB 81 AJ 7895,Toyota,Innova,2013,160701.0,CNG,Automatic,1999.0,Fourth & Above,2500.0
KA 64 GT 4272,Volkswagen,Polo,2018,117626.0,Electric,Manual,0.0,First,4300.0
KL 43 HA 1208,Mercedes,S-Class,2016,118431.0,Diesel,Manual,2497.0,Fourth & Above,8500.0
HR 83 HO 5850,Volkswagen,Polo,2013,216256.0,Diesel,Manual,1999.0,First,2500.0
KA 13 YB 1158,Mercedes,GLE,2011,136670.0,Petrol,Automatic,2993.0,Third,3800.0
MH 15 MM 8479,Ford,Explorer,2020,72202.0,CNG,Automatic,1497.0,First,10800.0
MH 14 NS 8908,Mercedes,GLE,2025,19594.0,Diesel,Manual,1998.0,Second,45200.0
KA 53 OB 2037,Audi,Q7,2015,159362.0,CNG,Manual,3982.0,Second,5700.0
DL 62 LV 7305,Mercedes,GLC,2010,244442.0,CNG,Manual,1998.0,Third,2500.0
KL 42 HK 5557,Ford,Endeavour,2011,126484.0,CNG,Automatic,2755.0,Fourth & Above,2500.0
KL 12 PO 6178,Toyota,Fortuner,2017,124059.0,Diesel,Manual,4951.0,Fourth & Above,5300.0
WB 39 QR 4389,Honda,City,2010,147072.0,CNG,Manual,1799.0,First,2500.0
UP 61 WV 6952,Volkswagen,Virtus,2020,71017.0,Diesel,Automatic,1799.0,Third,8000.0
HR 71 QL 2741,Tesla,Model Y,2013,120302.0,Electric,Automatic,0.0,Third,5600.0
DL 16 MG 8488,Toyota,Corolla,2025,13271.0,Electric,Manual,0.0,Third,22600.0
GJ 18 PA 9689,BMW,X3,2013,203615.0,CNG,Manual,3982.0,Fourth & Above,3700.0
MH 14 MV 6273,Tesla,Model 3,2023,52096.0,Electric,Manual,0.0,Second,27100.0
KL 18 EN 9393,Maruti,Dzire,2023,58048.0,Diesel,Automatic,1497.0,Fourth & Above,8800.0
WB 17 WU 3913,Mercedes,S-Class,2020,95454.0,Diesel,Manual,2993.0,Second,16000.0
GJ 37 NZ 1209,Maruti,Ertiga,2020,94664.0,CNG,Automatic,1999.0,Fourth & Above,4800.0
WB 33 EB 5835,Maruti,Swift,2010,190151.0,Petrol,Manual,1197.0,Third,2500.0
HR 89 VB 7251,BMW,7 Series,2011,176612.0,CNG,Manual,2497.0,Fourth & Above,2800.0
WB 48 YS 9955,Tata,Altroz,2020,107165.0,Hybrid,Manual,1197.0,Fourth & Above,6700.0
KA 24 FX 9418,Tesla,Model S,2016,162471.0,Electric,Automatic,0.0,Second,6600.0
MH 06 EK 1833,Honda,City,2011,187502.0,Diesel,Manual,999.0,Third,2500.0
GJ 21 NR 9798,Volkswagen,Tiguan,2025,19099.0,Petrol,Automatic,1197.0,Second,17400.0
UP 68 PR 1144,Tata,Nexon,2021,52913.0,Hybrid,Automatic,1497.0,Third,8000.0
AP 15 MI 9851,Honda,CR-V,2024,,CNG,Manual,1999.0,First,14700.0
WB 25 KQ 2349,Tesla,Model Y,2010,278102.0,Electric,Automatic,0.0,Fourth & Above,2500.0
AP 83 CX 3519,Honda,Accord,2010,230152.0,Diesel,Automatic,1197.0,First,2500.0
AP 50 OU 7626,Toyota,Highlander,2020,51566.0,Diesel,Automatic,2755.0,First,11200.0
TS 65 DJ 5937,Tata,Safari,2010,191793.0,Petrol,Manual,1999.0,First,2500.0
DL 18 XM 9941,Audi,A4,2019,112319.0,Electric,Manual,0.0,Fourth & Above,10100.0
UP 77 MR 9970,Mercedes,E-Class,2019,108066.0,Hybrid,Manual,1998.0,Second,10800.0
MH 21 FH 5140,Honda,CR-V,2016,159443.0,Hybrid,Manual,1999.0,Fourth & Above,2700.0
HR 13 GX 8982,BMW,3 Series,2015,165076.0,Petrol,Automatic,2993.0,First,5300.0
TS 79 VJ 3496,Hyundai,Tucson,2014,178493.0,Hybrid,Manual,1497.0,Second,2500.0
TS 18 VX 6432,Audi,Q5,2020,107194.0,Hybrid,Manual,3982.0,Second,12300.0
HR 18 RG 5312,Mahindra,Bolero,2024,25396.0,CNG,Manual,1999.0,Second,16100.0
DL 05 RI 9904,Tesla,Model S,2012,218407.0,Electric,Manual,0.0,Fourth & Above,3200.0
KA 51 LQ 1173,Maruti,Dzire,2014,141791.0,CNG,Automatic,1598.0,Second,2500.0
TS 06 HY 8989,Volkswagen,Jetta,2015,172854.0,Diesel,Manual,1999.0,Second,2500.0
TN 06 UK 2691,BMW,3 Series,2018,94726.0,Diesel,Automatic,3982.0,Fourth & Above,12700.0
TS 76 UC 9465,Tesla,Model S,2018,132843.0,Electric,Manual,0.0,Fourth & Above,9400.0
MH 57 FH 2263,Mercedes,GLE,2017,120885.0,Hybrid,Automatic,1998.0,Fourth & Above,9100.0
KA 62 VP 8848,Maruti,Brezza,2016,96653.0,CNG,Manual,1598.0,Second,2900.0
GJ 06 SE 1916,BMW,7 Series,2015,161842.0,Diesel,Manual,2497.0,Second,4600.0
UP 61 PF 4594,Ford,F-150,2015,147452.0,CNG,Manual,2198.0,Third,3200.0
KL 77 SC 4765,Tata,Tiago,2014,195635.0,Diesel,Automatic,1999.0,Second,2500.0
KL 79 TB 9706,Tata,Altroz,2014,110837.0,CNG,Automatic,1799.0,Second,2500.0
TN 90 QN 4759,Maruti,Swift,2012,181035.0,CNG,Manual,1799.0,Fourth & Above,2500.0
DL 11 JT 9908,Mahindra,Bolero,2021,73417.0,CNG,Manual,1197.0,Fourth & Above,8100.0
TS 53 LD 3535,Tata,Safari,2016,84521.0,Petrol,Manual,1598.0,First,4200.0
DL 53 RZ 8904,Tata,Tiago,2018,88048.0,CNG,Automatic,1999.0,Third,4900.0
KL 90 FD 4513,Ford,F-150,2025,12764.0,Hybrid,Automatic,2198.0,Second,25300.0
KA 19 PT 8133,Maruti,Dzire,2020,99507.0,Petrol,Manual,1999.0,Fourth & Above,3700.0
HR 92 TB 3871,Honda,Civic,2018,83061.0,Petrol,Automatic,1799.0,Fourth & Above,5000.0
GJ 67 WH 3776,Volkswagen,Virtus,2024,20616.0,CNG,Automatic,999.0,Second,16400.0
AP 52 SG 9482,Volkswagen,Polo,2021,52963.0,Diesel,Manual,1598.0,Third,8700.0
DL 59 MS 1076,Toyota,Innova,2012,243883.0,CNG,Automatic,1497.0,Third,2500.0
HR 69 ZS 5098,Mercedes,E-Class,2023,42421.0,CNG,Automatic,1998.0,Third,30600.0
TN 62 DI 2106,Tesla,Model Y,2022,58606.0,Electric,Automatic,0.0,Fourth & Above,24300.0
AP 87 XK 2245,Tata,Harrier,2017,146664.0,Hybrid,Manual,1197.0,Third,3000.0
DL 64 XG 4847,Maruti,Baleno,2025,13012.0,CNG,Automatic,1999.0,Second,12400.0
KA 11 VV 9071,Tesla,Model 3,2018,82353.0,Electric,Automatic,0.0,Second,12700.0
GJ 36 MH 3101,Audi,A4,2011,249686.0,Hybrid,Automatic,3982.0,Third,2500.0
KA 90 QO 6171,Toyota,Fortuner,2023,41512.0,,Automatic,2755.0,Fourth & Above,15100.0
HR 24 RI 4885,Tesla,Model 3,2010,238374.0,Electric,Automatic,0.0,Third,2500.0
HR 58 FS 3148,Mercedes,GLE,2020,72950.0,Diesel,Automatic,2993.0,Third,18700.0
MH 61 ZA 3893,Audi,A6,2013,201922.0,CNG,Automatic,2497.0,Fourth & Above,3000.0
UP 07 MD 3676,Tata,Altroz,2014,219864.0,CNG,Automatic,1497.0,Fourth & Above,2500.0
GJ 72 ZI 6638,Toyota,Corolla,2018,105642.0,Electric,Automatic,0.0,Third,5800.0
WB 66 PY 8322,Toyota,Highlander,2013,153360.0,CNG,Manual,3198.0,Second,2500.0
AP 10 CF 6629,Honda,City,2019,93289.0,Diesel,Automatic,1999.0,Fourth & Above,5400.0
TS 96 SQ 8377,BMW,X3,2020,91022.0,CNG,Automatic,3982.0,Third,16100.0
KA 13 CP 9985,Tata,Harrier,2015,183463.0,Diesel,Automatic,1197.0,First,2500.0
AP 40 HH 5655,Toyota,Camry,2022,57943.0,Petrol,Automatic,999.0,Second,13200.0
GJ 35 RO 3213,Mahindra,XUV700,2014,160891.0,Petrol,Automatic,4951.0,Third,2500.0
KL 70 HZ 2467,Tesla,Model S,2015,155817.0,Electric,Automatic,0.0,Third,6000.0
GJ 02 WP 8816,Mahindra,Scorpio,2021,62233.0,Petrol,Manual,1497.0,Second,8600.0
AP 51 HF 7385,Mercedes,C-Class,2023,51326.0,Petrol,Automatic,3982.0,Second,30200.0
HR 53 GC 3988,Tata,Harrier,2018,73838.0,CNG,Automatic,1999.0,Third,5800.0
TN 69 AF 2675,Ford,F-150,2013,190266.0,Hybrid,Automatic,3198.0,Second,2500.0
TS 54 JZ 9165,Mercedes,GLC,2014,185731.0,Diesel,Manual,1998.0,Second,4100.0
KL 24 GI 7251,Hyundai,Creta,2011,173911.0,Diesel,Manual,1598.0,Third,2500.0
KA 67 VG 8746,Toyota,Camry,2017,111531.0,Diesel,Manual,1598.0,Second,5500.0
DL 47 BV 4568,Tata,Safari,2020,61429.0,CNG,Manual,1598.0,Third,7700.0
TN 75 ZW 8786,Honda,Accord,2023,35404.0,Hybrid,Manual,1197.0,Fourth & Above,9500.0
TS 98 UB 1979,Tesla,Model S,2014,141925.0,Electric,Automatic,0.0,First,5400.0
WB 97 LZ 8187,Hyundai,Verna,2014,184325.0,Diesel,Automatic,,Second,2500.0
KL 72 JR 9029,Tesla,Model 3,2010,240712.0,Electric,Automatic,0.0,First,2500.0
MH 58 JI 9873,BMW,7 Series,2015,150092.0,Electric,Automatic,0.0,Second,4900.0
KA 85 RM 4110,Hyundai,Creta,2010,255170.0,Diesel,Manual,1799.0,Third,2500.0
TN 17 FB 4310,Maruti,Dzire,2014,171855.0,Hybrid,Manual,1799.0,First,2500.0
DL 78 WC 1214,Honda,City,2016,93159.0,Electric,Automatic,0.0,Third,3100.0
HR 68 BX 2153,BMW,X5,2012,181083.0,Hybrid,Automatic,1998.0,Third,3400.0
DL 73 UF 7802,Mercedes,C-Class,2016,177447.0,Diesel,Automatic,2497.0,Second,5500.0
GJ 52 QK 3591,Tesla,Model 3,2021,77534.0,Electric,Manual,0.0,Second,19200.0
AP 93 KT 4943,Maruti,Ertiga,2024,39280.0,CNG,Automatic,1598.0,Third,10200.0
TN 93 BJ 1267,Audi,A6,2022,67332.0,Hybrid,Automatic,3982.0,Fourth & Above,23300.0
GJ 66 RS 3534,Maruti,Baleno,2019,61397.0,Diesel,Automatic,1999.0,First,5000.0
KA 74 MS 4562,Honda,Civic,2024,24666.0,Hybrid,Manual,1497.0,Second,14400.0
UP 49 CY 1916,Tesla,Model 3,2020,97265.0,Electric,Manual,0.0,Third,12200.0
TN 41 RS 3450,Hyundai,Tucson,2023,40966.0,Diesel,Manual,999.0,Fourth & Above,10500.0
HR 51 EE 6507,Hyundai,i20,2017,89482.0,Electric,Automatic,0.0,First,3900.0
KL 72 GP 7476,Honda,City,2011,204273.0,Electric,Automatic,0.0,Second,2500.0
AP 55 LL 4120,Volkswagen,Jetta,2017,95873.0,Electric,Automatic,0.0,First,4000.0
DL 26 VL 3555,Hyundai,Tucson,2010,252826.0,Hybrid,Automatic,1598.0,Second,2500.0
KA 40 OP 1372,Tesla,Model 3,2013,202117.0,Electric,Manual,0.0,Third,2900.0
TN 49 SV 9631,Hyundai,Sonata,2016,103473.0,Hybrid,Automatic,1999.0,Second,3700.0
TN 09 MV 5445,Toyota,RAV4,2015,96414.0,CNG,Automatic,1598.0,First,4500.0
KA 41 PT 9709,Volkswagen,Tiguan,2013,110949.0,Electric,Manual,,Fourth & Above,2500.0
KL 51 XF 1301,Honda,Accord,2016,132897.0,Petrol,Manual,1799.0,Second,2700.0
AP 04 RI 4695,Hyundai,Verna,2021,59978.0,CNG,Automatic,1999.0,First,7400.0
MH 55 JT 6395,Ford,F-150,2022,59628.0,Electric,Manual,0.0,Fourth & Above,12400.0
MH 84 SF 6201,Mahindra,XUV700,2016,148571.0,Diesel,Manual,2755.0,Third,3000.0
HR 57 XU 5485,Honda,Amaze,2013,132295.0,Diesel,Manual,1598.0,Third,2500.0
WB 04 LC 8808,Ford,Explorer,2013,122205.0,CNG,Automatic,1799.0,Second,2900.0
DL 29 BN 1245,Ford,Endeavour,2025,17616.0,Electric,Automatic,0.0,Fourth & Above,20700.0
KL 89 KO 5043,Mercedes,GLE,2017,143765.0,Diesel,Manual,3982.0,Second,8800.0
KL 06 HQ 9812,Tata,Altroz,2011,215486.0,Hybrid,Automatic,1799.0,First,2500.0
HR 37 OF 7921,Tata,Nexon,2022,56167.0,Petrol,Manual,1598.0,Third,9500.0
KA 24 YS 9952,Mercedes,S-Class,2011,228107.0,Electric,Automatic,0.0,First,3000.0
TS 89 UW 3686,Ford,EcoSport,2023,34803.0,Electric,Manual,0.0,Fourth & Above,14800.0
GJ 79 FM 7235,Tesla,Model S,2013,119679.0,Electric,Manual,0.0,Fourth & Above,5500.0
TN 54 JJ 8311,Toyota,Corolla,2020,85567.0,Diesel,Manual,1197.0,Second,9300.0
KL 70 ZA 9084,Mercedes,E-Class,2013,225652.0,Petrol,Automatic,3982.0,First,3600.0
GJ 27 BF 3429,BMW,5 Series,2025,15304.0,CNG,Manual,2993.0,Second,39800.0
AP 23 FV 5659,Toyota,Innova,2021,46251.0,CNG,Automatic,999.0,Third,10000.0
AP 09 YN 2063,Audi,A6,2024,33427.0,Petrol,Manual,2993.0,Third,29100.0
KA 74 XU 9666,Mercedes,GLE,2014,115080.0,Hybrid,Automatic,2497.0,Second,6600.0
GJ 94 UP 9069,Honda,City,2019,,Hybrid,Automatic,1799.0,Second,5400.0
KA 95 GZ 7793,Ford,Endeavour,2017,140689.0,Petrol,Manual,4951.0,First,4900.0
KA 40 JQ 6307,Tata,Nexon,2020,73203.0,Diesel,Manual,1999.0,Second,6600.0
TS 87 PP 1582,Toyota,Camry,2020,72379.0,CNG,Manual,1197.0,Second,8700.0
TN 67 JS 6169,Volkswagen,Jetta,2025,12396.0,CNG,Automatic,1598.0,Fourth & Above,20000.0
TS 49 UR 3719,Maruti,Ertiga,2010,165063.0,Hybrid,Manual,1497.0,Second,2500.0
KL 31 LO 5958,Audi,Q7,2015,157929.0,Hybrid,Automatic,2993.0,First,5000.0
KL 65 EG 6572,BMW,7 Series,2019,70747.0,Petrol,Manual,3982.0,First,14400.0
AP 92 QD 1067,Mahindra,Scorpio,2020,61084.0,CNG,Manual,1999.0,Second,7000.0
DL 42 GG 5695,Mercedes,C-Class,2012,163217.0,Petrol,Automatic,2993.0,First,3800.0
UP 72 QD 4384,Mercedes,S-Class,2020,98051.0,Hybrid,Manual,2993.0,Second,13300.0
TS 70 OB 3131,Maruti,Brezza,2020,69036.0,Hybrid,Manual,999.0,Second,4700.0
UP 81 WW 8304,Toyota,Highlander,2011,137104.0,Electric,Automatic,0.0,Second,2500.0
KL 13 OJ 8625,Audi,Q5,2019,81055.0,CNG,Manual,2497.0,Fourth & Above,11500.0
WB 43 ZK 8426,Mahindra,XUV700,2017,89517.0,Hybrid,Automatic,2755.0,Fourth & Above,5200.0
UP 74 EQ 2686,Mahindra,Thar,2012,180952.0,Electric,Manual,0.0,Third,2500.0
UP 32 RF 8903,Tata,Nexon,2020,82652.0,Hybrid,Automatic,1799.0,Fourth & Above,6600.0
DL 23 VV 2276,Tata,Nexon,2020,64270.0,Electric,Automatic,0.0,Third,7400.0
AP 09 TD 7208,Tesla,Model S,2025,,Electric,Manual,0.0,Fourth & Above,34300.0
GJ 38 MT 8326,Hyundai,Creta,2011,137848.0,CNG,Manual,1999.0,Second,2500.0
UP 66 ME 5819,BMW,5 Series,2020,70161.0,Hybrid,Automatic,1998.0,Third,16800.0
UP 51 UK 7271,Toyota,RAV4,2011,123366.0,Hybrid,Manual,999.0,Third,2500.0
TS 54 EJ 3056,Tata,Altroz,2023,44003.0,Electric,Manual,0.0,Second,11800.0
WB 54 OZ 7974,Ford,Mustang,2012,204350.0,Electric,Automatic,0.0,Second,2500.0
AP 78 AS 9161,Audi,A6,2024,29396.0,Electric,Automatic,0.0,Third,28200.0
TS 15 SP 2311,Tesla,Model 3,2018,100051.0,Electric,Manual,0.0,First,11000.0
WB 86 CV 9834,Ford,Endeavour,2018,102507.0,CNG,Manual,,Second,6900.0
TS 54 LZ 5827,Audi,Q5,2011,258677.0,Petrol,Automatic,3982.0,Fourth & Above,2600.0
UP 07 VJ 1447,Mercedes,E-Class,2011,227648.0,Hybrid,Automatic,3982.0,First,2900.0
HR 02 XD 3860,Mercedes,GLE,2012,131062.0,Hybrid,Automatic,2993.0,Second,4200.0
KA 19 TE 9125,Audi,A6,2024,25096.0,Diesel,Automatic,1998.0,Second,29800.0
KA 07 FO 7533,Tata,Altroz,2017,,,Manual,999.0,Third,3600.0
KL 34 EQ 8122,Mahindra,Scorpio,2025,19471.0,CNG,Manual,1999.0,Fourth & Above,19200.0
AP 79 UI 6488,Toyota,RAV4,2024,25902.0,CNG,Manual,1799.0,First,19200.0
WB 89 FK 9972,Mercedes,GLC,2013,140531.0,Electric,Manual,0.0,Second,4900.0
HR 33 GB 1388,Toyota,Innova,2010,262118.0,Petrol,Manual,1497.0,Fourth & Above,2500.0
MH 49 VY 4027,Audi,A4,2011,264402.0,Diesel,Manual,1998.0,First,2900.0
WB 99 YK 5216,Honda,Accord,2018,91207.0,Petrol,Automatic,1598.0,Third,4900.0
KA 63 GT 7432,Ford,Mustang,2018,128699.0,,Manual,3198.0,Third,5200.0
TN 10 CS 5105,Ford,EcoSport,2013,126778.0,Diesel,Manual,1999.0,Fourth & Above,2800.0
AP 74 AQ 9039,Mahindra,Thar,2025,13049.0,Petrol,Automatic,1197.0,Third,19600.0
KL 16 SR 6880,Mahindra,Bolero,2022,69885.0,Petrol,Manual,1598.0,First,11500.0
HR 83 GF 1644,Hyundai,Verna,2019,87572.0,Petrol,Automatic,999.0,Third,6100.0
DL 18 BG 1415,Tata,Harrier,2019,109297.0,Hybrid,Automatic,1999.0,First,5100.0
KL 03 BK 1918,Tesla,Model S,2017,117282.0,Electric,Automatic,0.0,Fourth & Above,8800.0
KA 05 XE 9010,Hyundai,Verna,2011,182672.0,CNG,Automatic,1999.0,Second,2500.0
HR 13 OT 3796,Volkswagen,Polo,2025,20545.0,Diesel,Manual,1197.0,First,17900.0
WB 52 KD 9943,Audi,A4,2013,122223.0,CNG,Manual,2497.0,First,4800.0
AP 22 WL 3703,Ford,F-150,2016,159795.0,Hybrid,Manual,3198.0,First,3300.0
KA 01 AF 2460,Mahindra,XUV700,2011,144169.0,CNG,Automatic,2198.0,Second,2500.0
HR 67 ON 4919,Tesla,Model S,2019,89365.0,Electric,Manual,0.0,Second,11500.0
GJ 31 GD 9686,Ford,Endeavour,2011,213309.0,CNG,Manual,3198.0,Third,2500.0
HR 07 GD 3444,Honda,Amaze,2021,88083.0,CNG,Manual,1999.0,Fourth & Above,7200.0
HR 43 TZ 8424,Volkswagen,Virtus,2025,13443.0,Petrol,Manual,1497.0,Third,16100.0
KL 76 SK 7865,Toyota,Camry,2011,260432.0,Petrol,Automatic,999.0,First,2500.0
DL 10 PS 8936,BMW,X3,2017,144412.0,Petrol,Manual,,Fourth & Above,7300.0
DL 81 LI 4313,Toyota,Highlander,2014,125377.0,Diesel,Automatic,2755.0,Third,3200.0
TS 29 JT 3568,Hyundai,Sonata,2011,225070.0,Diesel,Manual,1598.0,Fourth & Above,2500.0
HR 02 XN 5041,Volkswagen,Jetta,2017,84210.0,Electric,Manual,0.0,Fourth & Above,5300.0
TN 61 XY 9261,BMW,X3,2023,45951.0,CNG,Manual,3982.0,First,30400.0
TN 89 XN 4571,Toyota,Highlander,2022,55362.0,Petrol,Automatic,2755.0,Fourth & Above,11100.0
UP 96 SA 8452,Ford,F-150,2019,77730.0,Petrol,Automatic,2755.0,Third,9000.0
TS 68 BJ 7977,Mahindra,XUV700,2022,43884.0,Electric,Manual,0.0,First,10900.0
TS 60 TB 6989,Mercedes,S-Class,2016,160093.0,Hybrid,Manual,1998.0,Third,5500.0
KL 95 YS 4437,Hyundai,Sonata,2012,194600.0,Diesel,Automatic,1799.0,Second,2500.0
TS 58 PQ 9629,Tesla,Model 3,2020,71232.0,Electric,Automatic,0.0,First,13800.0
MH 37 CD 3699,Honda,City,2019,90111.0,Petrol,Manual,999.0,Fourth & Above,4600.0
GJ 17 PL 7883,Mercedes,C-Class,2014,160059.0,CNG,Manual,3982.0,Third,5500.0
WB 42 PS 9686,Mahindra,Thar,2019,70322.0,Diesel,Automatic,1799.0,Fourth & Above,6600.0
HR 99 BE 6785,Maruti,Dzire,2024,,Hybrid,Manual,1197.0,Third,9900.0
WB 20 FH 2915,Mercedes,GLE,2015,157692.0,,Automatic,2497.0,Second,6100.0
KL 70 FR 5940,Toyota,RAV4,2014,151385.0,Diesel,Manual,1497.0,Third,2500.0
GJ 65 KU 5842,Honda,Civic,2022,73316.0,Electric,Automatic,0.0,Second,7100.0
TN 18 VR 2914,Mahindra,Scorpio,2014,195863.0,Electric,Automatic,0.0,First,2500.0
DL 75 QH 5553,Mercedes,C-Class,2022,58582.0,Hybrid,Manual,1998.0,Third,23900.0
UP 66 BV 6915,BMW,3 Series,2012,190159.0,Petrol,Automatic,3982.0,Second,2900.0
GJ 12 GX 8278,Tata,Harrier,2023,37580.0,Hybrid,Automatic,1497.0,Third,13600.0
UP 12 EG 5968,Tesla,Model Y,2024,25995.0,Electric,Automatic,0.0,Second,35000.0
HR 54 FR 8571,Mahindra,Scorpio,2012,246004.0,Electric,Manual,0.0,First,2500.0
HR 75 JP 8593,Tesla,Model S,2014,124240.0,Electric,Automatic,0.0,First,6200.0
KL 89 UH 1466,BMW,3 Series,2010,154844.0,Electric,Manual,0.0,Third,2800.0
KL 89 DL 9397,Honda,CR-V,2025,19210.0,Hybrid,Automatic,1497.0,Fourth & Above,15800.0
MH 46 FB 5467,Tesla,Model S,2010,264896.0,Electric,Manual,0.0,Third,2500.0
MH 70 KK 5932,Hyundai,Creta,2021,44602.0,Petrol,Manual,999.0,Second,8800.0
KL 53 KF 2678,Mercedes,GLC,2013,175881.0,Diesel,Manual,2993.0,Second,3600.0
KA 17 AP 6705,BMW,5 Series,2017,151022.0,CNG,Manual,3982.0,Fourth & Above,8100.0
KA 29 EW 3332,Mercedes,GLC,2014,198603.0,CNG,Automatic,2993.0,Second,3600.0
KL 97 NB 4217,Tesla,Model 3,2019,66294.0,Electric,Automatic,0.0,First,12500.0
KA 16 TG 4277,Honda,Civic,2011,194996.0,Petrol,Manual,1999.0,Third,2500.0
UP 31 QS 2119,Ford,F-150,2010,146908.0,Hybrid,Automatic,2755.0,Third,2500.0
DL 65 WP 7004,Honda,Amaze,2010,216477.0,Hybrid,Manual,1999.0,First,2500.0
GJ 30 ND 6149,Tesla,Model S,2015,141194.0,Electric,Automatic,0.0,Fourth & Above,5700.0
KA 50 JO 6111,Honda,City,2013,174547.0,Hybrid,Automatic,999.0,First,2500.0
KL 87 LF 1209,Volkswagen,Virtus,2017,124014.0,Electric,Manual,0.0,First,4400.0
UP 14 XF 2060,Volkswagen,Virtus,2013,158618.0,Petrol,Manual,1598.0,Second,2500.0
KL 36 YW 5472,Hyundai,Sonata,2020,,Electric,Manual,0.0,Second,7600.0
KL 14 DI 9017,Volkswagen,Virtus,2021,67203.0,Electric,Automatic,0.0,Third,7700.0
WB 42 EJ 2578,Mahindra,XUV700,2014,103518.0,Petrol,Automatic,2755.0,First,3000.0
GJ 70 AY 1517,Honda,Amaze,2025,17735.0,Electric,Automatic,0.0,Third,15500.0
GJ 85 YJ 3689,Tata,Nexon,2022,54416.0,Electric,Automatic,0.0,First,8400.0
MH 65 BM 5315,Mahindra,Bolero,2014,136051.0,Petrol,Automatic,1598.0,Fourth & Above,2600.0
TS 95 SA 6591,Mahindra,Bolero,2021,80461.0,Petrol,Manual,1197.0,First,9400.0
HR 76 CW 2073,Tata,Nexon,2023,36783.0,Hybrid,Manual,1197.0,Second,11000.0
KL 76 AK 7188,Mercedes,C-Class,2020,61340.0,Petrol,Automatic,3982.0,Fourth & Above,16500.0
WB 44 FT 5907,Audi,Q7,2020,86585.0,Petrol,Manual,3982.0,Third,14500.0
UP 52 ZH 2506,Hyundai,Creta,2016,134084.0,Petrol,Manual,1497.0,Third,2500.0
KA 84 JQ 5913,Tesla,Model S,2013,183035.0,Electric,Automatic,0.0,Fourth & Above,3100.0
GJ 24 SP 4489,Tata,Tiago,2020,,CNG,Automatic,999.0,Second,7600.0
KL 19 HE 5919,Volkswagen,Virtus,2018,142103.0,CNG,Automatic,1799.0,First,3600.0
HR 88 TH 7649,Tata,Altroz,2020,104255.0,Diesel,Automatic,1497.0,Third,6300.0
TN 26 FI 3235,BMW,3 Series,2014,121012.0,Hybrid,Automatic,3982.0,Fourth & Above,5800.0
KA 41 TJ 2041,Toyota,RAV4,2018,118397.0,Petrol,Automatic,999.0,First,6300.0
KA 67 VS 9605,Tata,Safari,2012,171924.0,Diesel,Manual,1799.0,First,2500.0
DL 19 DF 4507,Mercedes,GLE,2012,146819.0,Hybrid,Automatic,2497.0,Fourth & Above,4600.0
AP 61 VH 5550,Mercedes,GLE,2023,34987.0,Electric,Automatic,0.0,First,27300.0
AP 40 UW 6945,Ford,F-150,2025,19442.0,Petrol,Manual,2755.0,First,21300.0
DL 39 GF 8190,Volkswagen,Polo,2017,,Electric,Automatic,0.0,Third,2900.0
TS 92 ND 3627,Volkswagen,Tiguan,2023,49775.0,Petrol,Automatic,1999.0,Fourth & Above,11600.0
TN 83 UF 8264,Tesla,Model Y,2012,164668.0,Electric,Automatic,0.0,Fourth & Above,3600.0
WB 98 ET 7722,Volkswagen,Jetta,2010,195619.0,Hybrid,Manual,1197.0,First,2500.0
TS 24 MM 4677,Hyundai,Creta,2025,18269.0,Diesel,Automatic,1197.0,Third,13700.0
AP 77 IE 2459,Toyota,Camry,2017,158512.0,Diesel,Automatic,999.0,Second,3800.0
DL 25 ZI 5717,Hyundai,Sonata,2013,108938.0,Electric,Automatic,0.0,First,2500.0
DL 54 FN 3391,Tesla,Model Y,2022,41633.0,Electric,Manual,0.0,Third,24800.0
MH 42 WM 4476,Toyota,RAV4,2018,85642.0,Diesel,Automatic,999.0,Fourth & Above,5700.0
DL 61 LT 1745,Tesla,Model Y,2023,48108.0,Electric,Manual,0.0,First,24500.0
MH 65 PK 8669,Toyota,RAV4,2022,46679.0,Hybrid,Manual,1799.0,First,11900.0
KL 36 XL 8046,Ford,Mustang,2020,93347.0,Hybrid,Manual,2198.0,Third,10200.0
WB 82 ZO 1871,Mercedes,GLC,2018,108100.0,,Automatic,2497.0,Fourth & Above,11200.0
KL 06 OL 8949,BMW,5 Series,2011,155622.0,Hybrid,Manual,3982.0,Fourth & Above,2900.0
MH 22 XQ 5469,Mahindra,Bolero,2013,218426.0,Petrol,Automatic,1197.0,First,2500.0
WB 13 KA 5657,Audi,A6,2010,215445.0,Electric,Manual,0.0,Second,2500.0
WB 62 OU 5412,Volkswagen,Polo,2022,51658.0,Petrol,Automatic,999.0,Second,9100.0
TN 83 JK 1909,Audi,A4,2020,109810.0,Electric,Automatic,0.0,Second,11800.0
DL 21 MY 7592,Tesla,Model 3,2022,37722.0,Electric,Automatic,0.0,First,20200.0
GJ 26 PO 7358,Mercedes,E-Class,2013,147015.0,Hybrid,Manual,1998.0,Third,5100.0
TN 66 KO 4673,Mahindra,Scorpio,2023,29396.0,Hybrid,Manual,1999.0,Fourth & Above,13200.0
KL 39 EE 5921,Volkswagen,Jetta,2025,16861.0,Petrol,Automatic,1598.0,Fourth & Above,15200.0
