registration_number,price,brand_encoded,model_encoded,fuel_type_encoded,transmission_encoded,owner_type_encoded,vehicle_age_scaled,mileage_scaled,engine_cc_scaled,mileage_per_year_scaled,brand,model,fuel_type,transmission,owner_type,vehicle_age,mileage,engine_cc,mileage_per_year
TS 94 LM 3142,5600.0,9,33,2,0,2,0.5183377163945988,0.37237818103502585,-1.2788729831221701,0.05467902258676835,Tesla,Model 3,Electric,Automatic,Second,11,139293.0,0.0,11607.75
HR 50 TN 5067,2500.0,4,56,3,0,2,0.9464329562315652,0.5079945281793352,-0.26380572061243246,-0.3163654914760106,Hyundai,i20,Hybrid,Automatic,Second,13,148350.0,1197.0,10596.42857142857
KA 51 QO 4944,10300.0,2,25,0,0,1,-0.5519003831978171,-0.799549502038455,1.4330611066908132,-1.0054912139603716,Ford,F-150,CNG,Automatic,Fourth & Above,6,61027.0,3198.0,8718.142857142857
AP 18 IX 6992,22800.0,1,2,0,0,3,-0.7659480031163003,-1.046150542241572,0.4154498159542341,-1.4794442258140312,BMW,7 Series,CNG,Automatic,Third,5,44558.0,1998.0,7426.333333333333
KL 98 RI 2946,2500.0,8,43,1,0,3,1.3745281960685316,1.2428039365470358,-0.43171158358396805,0.32295644468252666,Tata,Safari,Diesel,Automatic,Third,15,197423.5,999.0,12338.96875
AP 65 BB 1637,14300.0,2,36,0,0,2,-0.9799956230347835,-0.9365883459232645,1.057392938527226,-0.3976055941418728,Ford,Mustang,CNG,Automatic,Second,4,51875.0,2755.0,10375.0
UP 95 JS 6511,21100.0,2,25,0,1,3,-1.622138482790233,-1.4919011261147028,1.4330611066908132,-1.4911235825091127,Ford,F-150,CNG,Manual,Third,1,14789.0,3198.0,7394.5
AP 75 JZ 1436,10300.0,6,23,4,0,3,-1.622138482790233,-1.4545119223144003,0.4162978253631812,-1.033060435897303,Maruti,Ertiga,Petrol,Automatic,Third,1,17286.0,1999.0,8643.0
WB 93 TY 7229,7300.0,0,40,0,1,0,-0.12380514336085073,0.46527470501463225,2.097900483305378,1.727181245861754,Audi,Q7,CNG,Manual,First,8,145497.0,3982.0,16166.333333333334
AP 89 GN 9221,2500.0,2,24,1,1,1,1.3745281960685316,1.4264332920956986,-0.00940289792828771,0.6041667669929957,Ford,Explorer,Diesel,Manual,Fourth & Above,15,209687.0,1497.0,13105.4375
MH 59 RK 9950,2500.0,0,40,0,0,1,1.3745281960685316,1.7147359472703185,2.097900483305378,1.0456739668760446,Audi,Q7,CNG,Automatic,Fourth & Above,15,228941.0,3982.0,14308.8125
HR 99 JW 4396,4800.0,4,51,1,0,3,-0.12380514336085073,0.0022595028068003024,-0.26380572061243246,0.4666260356512446,Hyundai,Verna,Diesel,Automatic,Third,8,114575.0,1197.0,12730.555555555555
GJ 49 ML 3399,38600.0,9,34,2,0,0,-1.622138482790233,-1.510228873592304,-1.2788729831221701,-1.7156607436836642,Tesla,Model S,Electric,Automatic,First,1,13565.0,0.0,6782.5
GJ 35 RW 5450,10500.0,7,11,2,0,1,-0.3378527632793339,0.14620119929551023,-1.2788729831221701,1.4913316187783534,Mercedes,C-Class,Electric,Automatic,Fourth & Above,7,124188.0,0.0,15523.5
TS 92 PD 3252,5300.0,2,36,0,1,2,0.09024247655763246,-0.25341556923571734,0.585051697743664,-0.6269123355374524,Ford,Mustang,CNG,Manual,Second,9,97500.0,2198.0,9750.0
HR 42 JU 1969,3700.0,10,26,2,0,2,0.5183377163945988,0.345515453114424,-1.2788729831221701,-0.00017114995505428077,Toyota,Fortuner,Electric,Automatic,Second,11,137499.0,0.0,11458.25
TN 51 ZP 4052,3900.0,3,7,4,1,1,0.09024247655763246,0.1442246775087101,-0.26380572061243246,0.3474028363827095,Honda,Amaze,Petrol,Manual,Fourth & Above,9,124056.0,1197.0,12405.6
WB 70 QP 3198,3800.0,9,35,2,0,3,1.3745281960685316,0.15328373569821072,-1.2788729831221701,-1.3455367323970593,Tesla,Model Y,Electric,Automatic,Third,15,124661.0,0.0,7791.3125
TS 38 SV 4164,3300.0,6,18,1,0,3,-0.12380514336085073,-0.5023524988232345,0.4162978253631812,-0.907176130576494,Maruti,Dzire,Diesel,Automatic,Third,8,80875.0,1999.0,8986.111111111111
KL 42 HA 5272,14900.0,2,22,4,0,0,-0.9799956230347835,-0.6930419302997477,1.057392938527226,0.7958901334738397,Ford,Endeavour,Petrol,Automatic,First,4,68140.0,2755.0,13628.0
DL 08 VD 8625,13100.0,8,29,3,1,3,-1.40809086287175,-1.175927165924881,0.4162978253631812,0.18526156825350418,Tata,Harrier,Hybrid,Manual,Third,2,35891.0,1999.0,11963.666666666666
DL 18 PE 8454,23400.0,7,19,3,1,3,-0.9799956230347835,-0.7530113981492518,1.2592191778566475,0.502010613701265,Mercedes,E-Class,Hybrid,Manual,Third,4,64135.0,2993.0,12827.0
UP 11 QO 9653,19700.0,9,34,2,1,2,-0.7659480031163003,-0.7551975510346519,-1.2788729831221701,-0.2912684145986958,Tesla,Model S,Electric,Manual,Second,5,63989.0,0.0,10664.833333333334
GJ 57 DV 4365,2700.0,9,35,2,1,2,1.1604805761500483,1.9082254512781318,-1.2788729831221701,1.711722914068473,Tesla,Model Y,Electric,Manual,Second,14,241863.0,0.0,16124.2
KL 73 BR 8575,38200.0,9,34,2,0,2,-1.622138482790233,-1.5344113181808057,-1.2788729831221701,-2.011925053566753,Tesla,Model S,Electric,Automatic,Second,1,11950.0,0.0,5975.0
KA 70 BC 8734,2500.0,11,49,1,1,0,1.5885758159870147,1.2157540380026841,0.07624605237537437,0.01767161225189121,Volkswagen,Tiguan,Diesel,Manual,First,16,195617.0,1598.0,11506.882352941177
AP 49 CV 9835,15600.0,10,41,2,0,1,-1.1940432429532666,-1.250046732929886,-1.2788729831221701,-1.3661055471002428,Toyota,RAV4,Electric,Automatic,Fourth & Above,3,30941.0,0.0,7735.25
HR 60 VX 9920,3200.0,2,25,0,1,2,0.9464329562315652,0.2384688299793166,0.585051697743664,-0.788082216632631,Ford,F-150,CNG,Manual,Second,13,130350.0,2198.0,9310.714285714286
KA 05 ZV 7868,10500.0,8,48,3,1,3,-0.9799956230347835,-0.711249888578149,-0.26380572061243246,0.7066622942619916,Tata,Tiago,Hybrid,Manual,Third,4,66924.0,1197.0,13384.8
AP 57 HR 4559,10400.0,0,3,4,0,0,0.09024247655763246,-0.33651932618072306,0.8386065110188615,-0.830536721896727,Audi,A4,Petrol,Automatic,First,9,91950.0,2497.0,9195.0
MH 85 QH 7775,7400.0,10,16,0,0,3,-0.3378527632793339,-0.5595368677913385,-0.26380572061243246,-0.6702054483129378,Toyota,Corolla,CNG,Automatic,Third,7,77056.0,1197.0,9632.0
WB 86 MZ 9592,3200.0,7,27,1,0,1,1.3745281960685316,1.3843124149269956,0.4154498159542341,0.5396627806384191,Mercedes,GLC,Diesel,Automatic,Fourth & Above,15,206874.0,1998.0,12929.625
MH 60 BR 7761,10600.0,4,51,1,0,2,-1.1940432429532666,-1.1376545167804784,-0.26380572061243246,-0.6776349867341546,Hyundai,Verna,Diesel,Automatic,Second,3,38447.0,1197.0,9611.75
DL 07 IM 1647,2500.0,8,48,3,1,1,0.732385336313082,0.45229255055133133,-0.00940289792828771,-0.12229639262631854,Tata,Tiago,Hybrid,Manual,Fourth & Above,12,144630.0,1497.0,11125.384615384615
KA 96 YP 4974,3300.0,3,5,3,0,0,0.30429009647611566,0.26941936432261876,-0.26380572061243246,0.21250042965564567,Honda,Accord,Hybrid,Automatic,First,10,132417.0,1197.0,12037.90909090909
WB 46 JI 6892,7400.0,9,34,2,0,1,0.30429009647611566,0.10774886635230758,-1.2788729831221701,-0.14761955388589199,Tesla,Model S,Electric,Automatic,Fourth & Above,10,121620.0,0.0,11056.363636363636
AP 06 SH 3390,9600.0,6,18,2,0,2,-1.40809086287175,-1.3704947727254944,-1.2788729831221701,-1.4038647238500483,Maruti,Dzire,Electric,Automatic,Second,2,22897.0,0.0,7632.333333333333
WB 44 IY 9005,15900.0,10,41,1,0,2,-1.1940432429532666,-1.1946592019497824,0.07624605237537437,-1.0268232925313432,Toyota,RAV4,Diesel,Automatic,Second,3,34640.0,1598.0,8660.0
KL 24 RU 1962,39900.0,9,34,2,1,2,-1.622138482790233,-1.465697238789701,-1.2788729831221701,-1.1700941445553013,Tesla,Model S,Electric,Manual,Second,1,16539.0,0.0,8269.5
MH 02 GQ 8471,2500.0,6,46,4,0,2,1.1604805761500483,2.0001037670645383,0.4162978253631812,1.861805705023489,Maruti,Swift,Petrol,Automatic,Second,14,247999.0,1999.0,16533.266666666666
HR 69 JA 9228,16000.0,4,21,0,0,0,-1.622138482790233,-1.478933945301302,-0.43171158358396805,-1.3322598720702552,Hyundai,Elantra,CNG,Automatic,First,1,15655.0,999.0,7827.5
UP 68 IL 5379,23300.0,9,34,2,1,2,-1.1940432429532666,-0.9223783521681634,-1.2788729831221701,0.6410622216835444,Tesla,Model S,Electric,Manual,Second,3,52824.0,0.0,13206.0
KA 84 UY 1519,8100.0,8,37,1,1,3,-0.7659480031163003,-0.3537390235657243,0.4162978253631812,1.34818306368314,Tata,Nexon,Diesel,Manual,Third,5,90800.0,1999.0,15133.333333333334
WB 43 SD 9653,10200.0,3,14,4,1,0,-0.9799956230347835,-0.9648136759847664,0.07624605237537437,-0.5359234205516864,Honda,City,Petrol,Manual,First,4,49990.0,1598.0,9998.0
WB 36 RS 1539,3400.0,10,16,0,0,3,0.30429009647611566,0.8905113885247616,-0.43171158358396805,1.595978877124336,Toyota,Corolla,CNG,Automatic,Third,10,173896.0,999.0,15808.727272727272
DL 73 MV 9856,2500.0,2,25,2,1,3,1.5885758159870147,2.5568839649461768,-1.2788729831221701,1.950668092236501,Ford,F-150,Electric,Manual,Third,16,285183.0,0.0,16775.470588235294
KA 44 TY 7499,2500.0,4,17,4,0,0,0.732385336313082,1.200780388102683,-0.43171158358396805,1.2884551251756304,Hyundai,Creta,Petrol,Automatic,First,12,194617.0,999.0,14970.538461538461
UP 85 MC 5839,3500.0,4,21,1,0,1,-0.12380514336085073,0.22553159646571572,0.07624605237537437,1.0744825371533762,Hyundai,Elantra,Diesel,Automatic,Fourth & Above,8,129486.0,1598.0,14387.333333333334
TN 40 OL 5419,3300.0,1,0,1,0,3,1.1604805761500483,1.0517775979477728,1.2592191778566475,0.31271942739082365,BMW,3 Series,Diesel,Automatic,Third,14,184666.0,2993.0,12311.066666666668
GJ 12 TT 6315,2500.0,3,5,0,0,0,1.1604805761500483,0.3983874109113276,-0.43171158358396805,-0.754590329146511,Honda,Accord,CNG,Automatic,First,14,141030.0,999.0,9402.0
MH 35 JI 9079,5500.0,8,37,0,1,2,-0.3378527632793339,-0.379448780444026,0.4162978253631812,-0.11863101256001068,Tata,Nexon,CNG,Manual,Second,7,89083.0,1999.0,11135.375
DL 93 UP 4203,3400.0,2,36,2,1,3,0.5183377163945988,0.360474129364525,-1.2788729831221701,0.03037250799883692,Ford,Mustang,Electric,Manual,Third,11,138498.0,0.0,11541.5
WB 77 EJ 6253,2500.0,5,47,3,0,3,0.732385336313082,0.34334427387892386,0.07624605237537437,-0.32764234344407045,Mahindra,Thar,Hybrid,Automatic,Third,12,137354.0,1598.0,10565.692307692309
HR 51 LD 4273,34700.0,0,4,3,0,1,-1.622138482790233,-1.4737680360858016,0.8386065110188615,-1.268971211445075,Audi,A6,Hybrid,Automatic,Fourth & Above,1,16000.0,2497.0,8000.0
AP 87 PE 5961,2500.0,0,4,1,0,3,1.5885758159870147,2.529092870731775,0.4154498159542341,1.9106122511042476,Audi,A6,Diesel,Automatic,Third,16,283327.0,1998.0,16666.29411764706
AP 70 BZ 6890,4000.0,1,53,4,0,1,0.732385336313082,1.071512868515974,2.097900483305378,1.0448114207487953,BMW,X3,Petrol,Automatic,Fourth & Above,12,185984.0,3982.0,14306.461538461539
WB 87 UM 6432,4400.0,9,34,2,1,0,1.1604805761500483,0.2228063921839155,-1.2788729831221701,-1.0414010864376648,Tesla,Model S,Electric,Manual,First,14,129304.0,0.0,8620.266666666666
WB 76 WQ 3469,2500.0,8,37,0,1,1,1.5885758159870147,0.4677902781978324,-0.00940289792828771,-1.0603830085661785,Tata,Nexon,CNG,Manual,Fourth & Above,16,145665.0,1497.0,8568.529411764706
KL 27 QP 6706,15200.0,4,21,4,1,2,-1.622138482790233,-1.4764483194179017,-0.00940289792828771,-1.3018079368129223,Hyundai,Elantra,Petrol,Manual,Second,1,15821.0,1497.0,7910.5
TS 83 DV 3692,13400.0,5,47,4,0,0,-1.40809086287175,-1.2154875489606838,0.4162978253631812,-0.13784691748896025,Mahindra,Thar,Petrol,Automatic,First,2,33249.0,1999.0,11083.0
WB 24 FU 8080,6000.0,9,33,2,0,2,0.5183377163945988,0.548183804510938,-1.2788729831221701,0.4136510826835014,Tesla,Model 3,Electric,Automatic,Second,11,151034.0,0.0,12586.166666666666
KA 74 DZ 9796,3400.0,8,37,4,1,2,0.30429009647611566,0.19841431649681385,-0.00940289792828771,0.054337147081415,Tata,Nexon,Petrol,Manual,Second,10,127675.0,1497.0,11606.818181818182
UP 15 LL 8501,10700.0,2,25,2,0,1,-0.5519003831978171,-0.7957611686137548,-1.2788729831221701,-0.9922307326865245,Ford,F-150,Electric,Automatic,Fourth & Above,6,61280.0,0.0,8754.285714285714
MH 48 WE 9369,10000.0,0,4,1,0,0,-0.3378527632793339,0.1384149013475097,0.8386065110188615,1.4674837176732132,Audi,A6,Diesel,Automatic,First,7,123668.0,2497.0,15458.5
MH 24 KO 1878,2500.0,8,6,2,1,2,0.732385336313082,0.809376666541606,-1.2788729831221701,0.5507365323498146,Tata,Altroz,Electric,Manual,Second,12,168477.5,0.0,12959.807692307691
KL 63 FC 1505,15900.0,4,21,0,0,1,-1.622138482790233,-1.509315480948404,0.4162978253631812,-1.70447057470356,Hyundai,Elantra,CNG,Automatic,Fourth & Above,1,13626.0,1999.0,6813.0
HR 70 LR 1681,3100.0,1,53,1,0,1,1.3745281960685316,1.2428039365470358,0.4154498159542341,0.32295644468252666,BMW,X3,Diesel,Automatic,Fourth & Above,15,197423.5,1998.0,12338.96875
TS 12 OD 4882,4900.0,9,35,2,0,0,0.30429009647611566,0.9877053500256683,-1.2788729831221701,1.812477794709602,Tesla,Model Y,Electric,Automatic,First,10,180387.0,0.0,16398.81818181818
DL 08 SL 9720,18800.0,1,2,2,1,2,-0.7659480031163003,-0.4182305336850287,-1.2788729831221701,1.08481662763227,BMW,7 Series,Electric,Manual,Second,5,86493.0,0.0,14415.5
AP 08 IU 3078,7700.0,7,42,3,0,0,0.5183377163945988,0.19456608847251358,0.8386065110188615,-0.3083899846228995,Mercedes,S-Class,Hybrid,Automatic,First,11,127418.0,2497.0,10618.166666666666
WB 35 UN 7146,9000.0,9,33,2,0,1,0.09024247655763246,-0.40390075073072773,-1.2788729831221701,-0.9956375757015443,Tesla,Model 3,Electric,Automatic,Fourth & Above,9,87450.0,0.0,8745.0
KA 94 OU 6869,2500.0,5,47,3,0,1,1.1604805761500483,0.86808086097456,-0.00940289792828771,0.012651683023786796,Mahindra,Thar,Hybrid,Automatic,Fourth & Above,14,172398.0,1497.0,11493.2
TS 71 SE 8951,10400.0,3,7,1,0,3,-0.9799956230347835,-1.0630258456788733,-0.00940289792828771,-1.01721075393204,Honda,Amaze,Diesel,Automatic,Third,4,43431.0,1497.0,8686.2
MH 57 OA 8009,2500.0,4,51,2,1,0,1.3745281960685316,0.23915761787471665,-1.2788729831221701,-1.2140293162066944,Hyundai,Verna,Electric,Manual,First,15,130396.0,0.0,8149.75
WB 84 FB 7493,12500.0,1,1,3,1,3,-0.3378527632793339,-0.6373549263216438,1.2592191778566475,-0.9085468753195032,BMW,5 Series,Hybrid,Manual,Third,7,71859.0,2993.0,8982.375
UP 29 QV 8291,3600.0,11,49,4,1,2,0.09024247655763246,-0.03637251393520236,0.07624605237537437,-0.09510414089282422,Volkswagen,Tiguan,Petrol,Manual,Second,9,111995.0,1598.0,11199.5
AP 12 XZ 2678,6900.0,10,13,2,1,1,-0.5519003831978171,-0.1863485913336127,-1.2788729831221701,1.1409247114411767,Toyota,Camry,Electric,Manual,Fourth & Above,6,101979.0,0.0,14568.42857142857
UP 84 FO 6753,7100.0,3,12,1,1,0,-0.7659480031163003,-0.43164692399542964,0.24669594357375135,1.0300276035548193,Honda,CR-V,Diesel,Manual,First,5,85597.0,1799.0,14266.166666666666
MH 97 DS 7291,4300.0,9,33,2,1,0,0.732385336313082,1.4288889706792987,-1.2788729831221701,1.718394681904278,Tesla,Model 3,Electric,Manual,First,12,209851.0,0.0,16142.384615384615
WB 39 GQ 9348,5100.0,4,17,4,1,3,-0.5519003831978171,-0.2540893834812174,0.4162978253631812,0.9038084375957821,Hyundai,Creta,Petrol,Manual,Third,6,97455.0,1999.0,13922.142857142857
WB 77 CQ 1197,11200.0,1,54,1,0,1,-0.3378527632793339,-0.1356178654724092,0.4154498159542341,0.6281751828171128,BMW,X5,Diesel,Automatic,Fourth & Above,7,105367.0,1998.0,13170.875
KA 03 SC 1225,2500.0,4,50,2,0,2,0.732385336313082,0.48442600323673357,-1.2788729831221701,-0.061731190529713514,Hyundai,Tucson,Electric,Automatic,Second,12,146776.0,0.0,11290.461538461539
AP 11 UR 9808,2800.0,7,19,2,0,1,1.3745281960685316,2.227433719846354,-1.2788729831221701,1.8308202494145092,Mercedes,E-Class,Electric,Automatic,Fourth & Above,15,263181.0,0.0,16448.8125
WB 88 UC 6081,12300.0,0,4,1,1,3,-0.12380514336085073,-0.6351987207360437,2.097900483305378,-1.268848914516331,Audi,A6,Diesel,Manual,Third,8,72003.0,3982.0,8000.333333333333
TN 40 VX 3877,10900.0,9,35,2,1,1,0.09024247655763246,-0.5370763929413369,-1.2788729831221701,-1.3219502409771098,Tesla,Model Y,Electric,Manual,Fourth & Above,9,78556.0,0.0,7855.6
HR 94 DY 1480,2500.0,3,15,3,0,2,0.732385336313082,1.0093871950808697,-0.00940289792828771,0.9277168152041474,Honda,Civic,Hybrid,Automatic,Second,12,181835.0,1497.0,13987.307692307691
TN 64 SF 7024,4400.0,4,17,0,1,1,-0.12380514336085073,-0.09679119128170653,0.07624605237537437,0.196961307770043,Hyundai,Creta,CNG,Manual,Fourth & Above,8,107960.0,1598.0,11995.555555555555
TN 32 BP 6963,2500.0,2,25,4,1,0,0.9464329562315652,1.6400174342693132,0.585051697743664,1.6648709606665282,Ford,F-150,Petrol,Manual,First,13,223951.0,2198.0,15996.5
TS 35 CS 7108,2500.0,8,29,0,0,2,0.5183377163945988,0.4917106839130841,-0.00940289792828771,0.2983403659937112,Tata,Harrier,CNG,Automatic,Second,11,147262.5,1497.0,12271.875
HR 42 CR 8483,2500.0,3,7,4,0,0,1.3745281960685316,0.5494565647524381,0.07624605237537437,-0.7388369560126348,Honda,Amaze,Petrol,Automatic,First,15,151119.0,1598.0,9444.9375
KL 99 YG 9954,4600.0,10,41,0,1,1,0.30429009647611566,-0.016876821765401017,-0.00940289792828771,-0.42522246423286064,Toyota,RAV4,CNG,Manual,Fourth & Above,10,113297.0,1497.0,10299.727272727272
WB 49 XX 6038,2500.0,1,1,0,0,0,1.5885758159870147,2.4535058860365697,1.2592191778566475,1.8016672694040228,BMW,5 Series,CNG,Automatic,First,16,278279.0,2993.0,16369.35294117647
GJ 53 WL 8511,4100.0,3,5,1,0,0,0.09024247655763246,0.0030531062515003573,-0.43171158358396805,0.0014982031223052716,Honda,Accord,Diesel,Automatic,First,9,114628.0,999.0,11462.8
MH 31 JI 6161,3500.0,9,33,2,1,0,0.9464329562315652,0.880898305288961,-1.2788729831221701,0.33628080426290535,Tesla,Model 3,Electric,Manual,First,13,173254.0,0.0,12375.285714285714
KL 60 KN 2978,6100.0,8,43,1,1,0,-0.5519003831978171,-0.5588930008456384,-0.26380572061243246,-0.16310996876957048,Tata,Safari,Diesel,Manual,First,6,77099.0,1197.0,11014.142857142857
UP 06 GK 3430,2500.0,6,10,4,1,2,0.30429009647611566,0.20395456695981423,0.4162978253631812,0.06667801898197723,Maruti,Brezza,Petrol,Manual,Second,10,128045.0,1999.0,11640.454545454546
KL 72 XR 5093,8800.0,3,5,3,0,2,-0.7659480031163003,-0.799834001386555,-0.43171158358396805,-0.47355198689208877,Honda,Accord,Hybrid,Automatic,Second,5,61008.0,999.0,10168.0
AP 48 VU 2376,2500.0,3,14,4,1,2,0.9464329562315652,1.432093331757899,-0.26380572061243246,1.300967713692926,Honda,City,Petrol,Manual,Second,13,210065.0,1197.0,15004.642857142857
TS 16 BO 1829,5000.0,0,39,2,1,0,1.1604805761500483,0.028223811733402094,-1.2788729831221701,-1.359250804244124,Audi,Q5,Electric,Manual,First,14,116309.0,0.0,7753.933333333333
MH 36 IO 3435,15100.0,2,22,4,0,1,-1.1940432429532666,-0.9462463501087651,1.057392938527226,0.4948562433697229,Ford,Endeavour,Petrol,Automatic,Fourth & Above,3,51230.0,2755.0,12807.5
MH 54 GU 9614,4300.0,10,26,0,0,0,0.09024247655763246,0.2818924146893196,0.585051697743664,0.6847222252452628,Toyota,Fortuner,CNG,Automatic,First,9,133250.0,2198.0,13325.0
GJ 42 MI 3946,2700.0,1,2,3,0,1,1.5885758159870147,2.6354806532712822,1.2592191778566475,2.063951017938656,BMW,7 Series,Hybrid,Automatic,Fourth & Above,16,290432.0,2993.0,17084.235294117647
UP 30 FD 5060,5800.0,10,41,3,1,1,0.09024247655763246,-0.5322249303737365,0.24669594357375135,-1.310062979503163,Toyota,RAV4,Hybrid,Manual,Fourth & Above,9,78880.0,1799.0,7888.0
MH 23 HS 6210,5400.0,11,32,4,1,1,-0.12380514336085073,-0.05336760657170354,-0.00940289792828771,0.3151816722228753,Volkswagen,Jetta,Petrol,Manual,Fourth & Above,8,110860.0,1497.0,12317.777777777777
KL 70 JF 9035,18600.0,9,34,2,1,2,-0.7659480031163003,-0.41346891301682837,-1.2788729831221701,1.1042618393026151,Tesla,Model S,Electric,Manual,Second,5,86811.0,0.0,14468.5
DL 17 KW 3907,2500.0,10,13,0,0,0,1.3745281960685316,0.6340427130375439,-0.00940289792828771,-0.6093015777982719,Toyota,Camry,CNG,Automatic,First,15,156768.0,1497.0,9798.0
WB 51 SD 6514,2500.0,4,21,1,1,3,1.5885758159870147,0.6143373897691425,-0.43171158358396805,-0.8491618247507869,Hyundai,Elantra,Diesel,Manual,Third,16,155452.0,999.0,9144.235294117647
GJ 89 TZ 6846,3700.0,7,27,2,0,3,0.732385336313082,1.5364147506112062,-1.2788729831221701,1.9210595077457124,Mercedes,GLC,Electric,Automatic,Third,12,217032.0,0.0,16694.76923076923
UP 51 YS 1530,7100.0,1,2,3,1,2,0.5183377163945988,0.2865042988585199,0.4154498159542341,-0.12066419900038461,BMW,7 Series,Hybrid,Manual,Second,11,133558.0,1998.0,11129.833333333334
KA 31 LK 3750,7900.0,2,22,1,1,1,-0.5519003831978171,-0.09421572349890635,1.057392938527226,1.4634217125399198,Ford,Endeavour,Diesel,Manual,Fourth & Above,6,108132.0,2755.0,15447.42857142857
TN 07 MO 7875,7900.0,11,38,1,1,3,-0.5519003831978171,-0.5625016504715387,-0.26380572061243246,-0.17574149440987527,Volkswagen,Polo,Diesel,Manual,Third,6,76858.0,1197.0,10979.714285714286
UP 84 YV 4695,25100.0,2,20,2,1,1,-1.622138482790233,-1.4255229361079982,-1.2788729831221701,-0.6779101548238293,Ford,EcoSport,Electric,Manual,Fourth & Above,1,19222.0,0.0,9611.0
MH 49 FX 2228,2500.0,2,20,4,0,3,1.1604805761500483,1.6560242660124145,-0.43171158358396805,1.2997534799003936,Ford,EcoSport,Petrol,Automatic,Third,14,225020.0,999.0,15001.333333333334
MH 78 NF 1877,5200.0,6,46,2,1,1,-0.5519003831978171,-0.40920142279532806,-1.2788729831221701,0.3608624869405115,Maruti,Swift,Electric,Manual,Fourth & Above,6,87096.0,0.0,12442.285714285714
TN 51 SR 9043,2500.0,3,12,0,0,3,0.30429009647611566,0.983048544906768,-0.00940289792828771,1.8021047915715624,Honda,CR-V,CNG,Automatic,Third,10,180076.0,1497.0,16370.545454545454
MH 82 JC 8758,10900.0,2,36,0,0,2,-0.7659480031163003,-1.091326043989875,0.585051697743664,-1.6639291428248215,Ford,Mustang,CNG,Automatic,Second,5,41541.0,2198.0,6923.5
AP 48 FO 1731,8700.0,3,12,3,1,1,-0.9799956230347835,-0.8940781538571615,-0.26380572061243246,-0.18928500571881693,Honda,CR-V,Hybrid,Manual,Fourth & Above,4,54714.0,1197.0,10942.8
TS 70 NY 4727,29800.0,7,28,1,1,2,-1.40809086287175,-1.3297814186473915,0.4154498159542341,-1.0713393745942719,Mercedes,GLE,Diesel,Manual,Second,2,25616.0,1998.0,8538.666666666666
AP 92 BQ 9467,6100.0,6,46,0,0,2,-0.9799956230347835,-0.7039726947267484,0.07624605237537437,0.7423240786838324,Maruti,Swift,CNG,Automatic,Second,4,67410.0,1598.0,13482.0
KA 88 NG 3422,2900.0,0,4,1,1,2,0.9464329562315652,1.7335727988445198,0.8386065110188615,1.8286090772653372,Audi,A6,Diesel,Manual,Second,13,230199.0,2497.0,16442.785714285714
HR 67 OA 9561,13300.0,0,39,4,1,1,-0.5519003831978171,-0.10661390561610722,2.097900483305378,1.4200237738255108,Audi,Q5,Petrol,Manual,Fourth & Above,6,107304.0,3982.0,15329.142857142857
